Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,E1,E2,E3,G12,G23,G31,nu12,nu13,nu23,Equivalent Stress Maximum (MPa),Shear Stress Maximum-XY [MPa],Normal Stress Maximum-X [MPa],Normal Stress  Maximum-Y[MPa],Equivalent Elastic Strain Maximum (mm/mm),Shear Elastic Strain Maximum-XY [mm mm^-1],Normal Elastic Strain Maximum-X [mm mm^-1],Normal Elastic Strain Maximum-Y[mm mm^-1],Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status,Plate Length (mm),Plate Width (mm),Nx_true (N/mm),Ny_true (N/mm),Nxy_true (N/mm)
989,63.5,0.2,4593,45,-45,45,-45,45,-45,Angle-Ply,147327.5,10802.5,10802.5,17619.5,10571.7,17619.5,0.25475,0.25475,0.3292,377.326,97.505269,320.727038,147.616182,0.00539,0.001423,0.004306,0.001918,0.80856,1.578,No Fail,150.0,100.0,45.93,0.0,0.0
990,63.6,0.2,2221,45,-45,45,-45,45,-45,Angle-Ply,147554.0,10814.0,10814.0,17645.2,10587.12,17645.2,0.2546,0.2546,0.3291199999999999,202.209,52.016105,171.844803,78.643022,0.002889,0.00076,0.002306,0.001034,0.43331,1.078,No Fail,150.0,100.0,22.21,0.0,0.0
991,63.7,0.2,1618,45,-45,45,-45,45,-45,Angle-Ply,147780.5,10825.5,10825.5,17670.9,10602.54,17670.9,0.25445,0.25445,0.32904,127.795,32.684832,108.540117,49.378997,0.001826,0.000479,0.001456,0.000657,0.27385,0.865,FAIL,150.0,100.0,16.18,0.0,0.0
992,63.8,0.2,3962,45,-45,45,-45,45,-45,Angle-Ply,148007.0,10837.0,10837.0,17696.6,10617.96,17696.6,0.2542999999999999,0.2542999999999999,0.32896,327.281,83.124493,277.690951,125.561276,0.004675,0.001221,0.003721,0.001689,0.70132,1.435,No Fail,150.0,100.0,39.62,0.0,0.0
993,63.9,0.2,4092,45,-45,45,-45,45,-45,Angle-Ply,148233.5,10848.5,10848.5,17722.3,10633.38,17722.3,0.25415,0.25415,0.32888,400.667,100.939888,339.479853,152.537236,0.005724,0.00149,0.004548,0.002077,0.85857,1.645,No Fail,150.0,100.0,40.92,0.0,0.0
994,64.0,0.2,2320,45,-45,45,-45,45,-45,Angle-Ply,148460.0,10860.0,10860.0,17748.0,10648.8,17748.0,0.254,0.254,0.3288,171.136,42.717338,144.739701,64.618412,0.002445,0.000634,0.001938,0.000891,0.36672,0.989,FAIL,150.0,100.0,23.2,0.0,0.0
995,64.1,0.2,4523,45,-45,45,-45,45,-45,Angle-Ply,148686.49999999997,10871.499999999998,10871.499999999998,17773.699999999997,10664.219999999998,17773.699999999997,0.25385,0.25385,0.32872,429.025,105.98924,362.053625,160.58358,0.006129,0.001583,0.004848,0.002244,0.91934,1.726,No Fail,150.0,100.0,45.23,0.0,0.0
996,64.2,0.2,3264,45,-45,45,-45,45,-45,Angle-Ply,148913.0,10883.0,10883.0,17799.4,10679.64,17799.4,0.2537,0.2537,0.32864,310.377,75.812591,261.248718,115.109182,0.004434,0.001141,0.003498,0.00163,0.66509,1.387,No Fail,150.0,100.0,32.64,0.0,0.0
997,64.3,0.2,4355,45,-45,45,-45,45,-45,Angle-Ply,149139.5,10894.5,10894.5,17825.1,10695.06,17825.1,0.25355,0.25355,0.3285599999999999,403.127,97.263364,338.309182,148.074806,0.005759,0.001476,0.004531,0.002125,0.86384,1.652,No Fail,150.0,100.0,43.55,0.0,0.0
998,64.4,0.2,2616,45,-45,45,-45,45,-45,Angle-Ply,149366.0,10906.0,10906.0,17850.8,10710.48,17850.8,0.2533999999999999,0.2533999999999999,0.32848,167.542,39.893283,140.132473,60.928278,0.002393,0.000611,0.001877,0.000886,0.35902,0.979,FAIL,150.0,100.0,26.16,0.0,0.0
999,64.5,0.2,3854,45,-45,45,-45,45,-45,Angle-Ply,149592.5,10917.5,10917.5,17876.5,10725.9,17876.5,0.25325,0.25325,0.3284,315.642,74.11163,263.022209,113.606859,0.004509,0.001147,0.003525,0.001675,0.67638,1.402,No Fail,150.0,100.0,38.54,0.0,0.0
1000,64.6,0.2,2556,45,-45,45,-45,45,-45,Angle-Ply,149818.99999999997,10928.999999999998,10928.999999999998,17902.199999999997,10741.319999999998,17902.199999999997,0.2531,0.2531,0.32832,205.435,47.529771,170.489569,73.161128,0.002935,0.000743,0.002286,0.001094,0.44022,1.087,No Fail,150.0,100.0,25.56,0.0,0.0
1001,64.7,0.2,3811,0,45,-45,90,90,-45,Quasi-Isotropic,150045.5,10940.5,10940.5,17927.9,10756.74,17927.9,0.25295,0.25295,0.32824,400.098,91.155486,330.569647,140.953064,0.005716,0.001442,0.004436,0.002137,0.85735,1.643,No Fail,150.0,100.0,38.11,0.0,0.0
1002,64.8,0.2,2552,0,45,-45,90,90,-45,Quasi-Isotropic,150272.0,10952.0,10952.0,17953.6,10772.159999999998,17953.6,0.2528,0.2528,0.32816,239.685,53.746845,197.089208,83.518537,0.003424,0.00086,0.002646,0.001283,0.51361,1.185,No Fail,150.0,100.0,25.52,0.0,0.0
1003,64.9,0.2,4820,0,45,-45,90,90,-45,Quasi-Isotropic,150498.5,10963.5,10963.5,17979.3,10787.58,17979.3,0.25265,0.25265,0.32808,531.064,117.158608,434.46177,183.012785,0.007587,0.001898,0.00584,0.002851,1.13799,2.017,No Fail,150.0,100.0,48.2,0.0,0.0
1004,65.0,0.2,4691,0,45,-45,90,90,-45,Quasi-Isotropic,150725.0,10975.0,10975.0,18005.0,10803.0,18005.0,0.2525,0.2525,0.3279999999999999,417.297,90.544116,339.543636,142.219499,0.005961,0.001485,0.004568,0.002245,0.89421,1.692,No Fail,150.0,100.0,46.91,0.0,0.0
1005,40.0,0.2,2995,0,45,-45,90,90,-45,Quasi-Isotropic,94100.0,8100.0,8100.0,11580.0,6948.0,11580.0,0.29,0.29,0.348,244.305,52.127147,197.650201,82.345803,0.00349,0.000866,0.002662,0.001317,0.52351,1.198,No Fail,150.0,100.0,29.95,0.0,0.0
1006,40.1,0.2,4903,0,45,-45,90,90,-45,Quasi-Isotropic,94326.5,8111.5,8111.5,11605.7,6963.42,11605.7,0.28985,0.28985,0.34792,488.887,102.576024,393.154634,162.989179,0.006984,0.001726,0.005302,0.00264,1.04762,1.897,No Fail,150.0,100.0,49.03,0.0,0.0
1007,40.2,0.2,3850,0,45,-45,90,90,-45,Quasi-Isotropic,94553.0,8123.0,8123.0,11631.4,6978.839999999999,11631.4,0.2897,0.2897,0.34784,308.973,63.755276,246.915195,101.903394,0.004414,0.001086,0.003335,0.001671,0.66209,1.383,No Fail,150.0,100.0,38.5,0.0,0.0
1008,40.3,0.2,2616,0,45,-45,90,90,-45,Quasi-Isotropic,94779.5,8134.499999999999,8134.499999999999,11657.1,6994.26,11657.1,0.28955,0.28955,0.3477599999999999,179.572,36.451128,142.569969,58.6047,0.002565,0.000628,0.001928,0.000972,0.3848,1.013,No Fail,150.0,100.0,26.16,0.0,0.0
1009,40.4,0.2,2022,0,45,-45,90,90,-45,Quasi-Isotropic,95006.0,8146.0,8146.0,11682.8,7009.679999999999,11682.8,0.2894,0.2894,0.34768,152.712,30.507669,120.426587,49.332376,0.002182,0.000532,0.001632,0.000828,0.32724,0.936,FAIL,150.0,100.0,20.22,0.0,0.0
1010,40.5,0.2,4140,0,45,-45,90,90,-45,Quasi-Isotropic,95232.5,8157.5,8157.5,11708.5,7025.099999999999,11708.5,0.28925,0.28925,0.3476,411.68,80.987032,322.384904,131.690497,0.005881,0.001429,0.004374,0.002233,0.88217,1.676,No Fail,150.0,100.0,41.4,0.0,0.0
1011,40.6,0.2,4473,0,45,-45,90,90,-45,Quasi-Isotropic,95459.0,8169.0,8169.0,11734.2,7040.52,11734.2,0.2890999999999999,0.2890999999999999,0.34752,439.901,85.28193,342.019052,139.407865,0.006284,0.001521,0.004648,0.002387,0.94264,1.757,No Fail,150.0,100.0,44.73,0.0,0.0
1012,40.7,0.2,3977,0,45,-45,90,90,-45,Quasi-Isotropic,95685.5,8180.5,8180.5,11759.9,7055.94,11759.9,0.28895,0.28895,0.3474399999999999,401.094,76.69918,309.560727,125.993594,0.00573,0.001381,0.004215,0.002177,0.85949,1.646,No Fail,150.0,100.0,39.77,0.0,0.0
1013,40.8,0.2,4702,0,45,-45,90,90,-45,Quasi-Isotropic,95912.0,8192.0,8192.0,11785.6,7071.36,11785.6,0.2888,0.2888,0.34736,427.498,80.720753,327.470135,133.188936,0.006107,0.001466,0.004467,0.002321,0.91607,1.721,No Fail,150.0,100.0,47.02,0.0,0.0
1014,40.9,0.2,4887,0,45,-45,90,90,-45,Quasi-Isotropic,96138.5,8203.5,8203.5,11811.3,7086.78,11811.3,0.2886499999999999,0.2886499999999999,0.34728,478.984,89.414464,364.116367,148.107394,0.006843,0.001636,0.004977,0.0026,1.02639,1.869,No Fail,150.0,100.0,48.87,0.0,0.0
1015,41.0,0.2,1969,0,45,-45,90,90,-45,Quasi-Isotropic,96365.0,8215.0,8215.0,11837.0,7102.2,11837.0,0.2885,0.2885,0.3472,129.445,23.922004,97.642799,39.753834,0.001849,0.00044,0.001337,0.000702,0.27738,0.87,FAIL,150.0,100.0,19.69,0.0,0.0
1016,41.1,0.2,2212,0,45,-45,90,90,-45,Quasi-Isotropic,96591.5,8226.5,8226.5,11862.7,7117.62,11862.7,0.28835,0.28835,0.34712,196.258,35.959213,146.88692,59.910067,0.002804,0.000665,0.002016,0.001064,0.42055,1.061,No Fail,150.0,100.0,22.12,0.0,0.0
1017,41.2,0.2,4728,0,45,-45,90,90,-45,Quasi-Isotropic,96818.0,8238.0,8238.0,11888.4,7133.04,11888.4,0.2882,0.2882,0.34704,449.73,81.827344,333.952556,136.57325,0.006425,0.001518,0.004592,0.002436,0.96371,1.785,No Fail,150.0,100.0,47.28,0.0,0.0
1018,41.3,0.2,1824,0,45,-45,90,90,-45,Quasi-Isotropic,97044.5,8249.5,8249.5,11914.1,7148.46,11914.1,0.28805,0.28805,0.3469599999999999,77.179,13.96828,56.858735,23.336522,0.001103,0.00026,0.000784,0.000418,0.16538,0.721,FAIL,150.0,100.0,18.24,0.0,0.0
1019,41.4,0.2,2167,0,45,-45,90,90,-45,Quasi-Isotropic,97271.0,8261.0,8261.0,11939.8,7163.879999999999,11939.8,0.2879,0.2879,0.34688,133.052,23.995329,97.24886,40.094023,0.001901,0.000446,0.001343,0.000719,0.28511,0.88,FAIL,150.0,100.0,21.67,0.0,0.0
1020,41.5,0.2,3858,0,45,-45,90,90,-45,Quasi-Isotropic,97497.5,8272.5,8272.5,11965.5,7179.3,11965.5,0.28775,0.28775,0.3468,390.727,70.343752,283.343833,117.452917,0.005582,0.001304,0.00392,0.002107,0.83727,1.616,No Fail,150.0,100.0,38.58,0.0,0.0
1021,41.6,0.2,4558,0,45,-45,90,90,-45,Quasi-Isotropic,97724.0,8284.0,8284.0,11991.200000000004,7194.720000000001,11991.200000000004,0.2875999999999999,0.2875999999999999,0.34672,434.57,78.244576,312.681345,130.437536,0.006208,0.001445,0.004334,0.002339,0.93122,1.742,No Fail,150.0,100.0,45.58,0.0,0.0
1022,41.7,0.2,4166,0,45,-45,90,90,-45,Quasi-Isotropic,97950.5,8295.5,8295.5,12016.9,7210.14,12016.9,0.28745,0.28745,0.34664,437.333,78.894033,312.243717,131.19992,0.006248,0.001449,0.004337,0.002348,0.93714,1.75,No Fail,150.0,100.0,41.66,0.0,0.0
1023,41.8,0.2,3456,0,45,-45,90,90,-45,Quasi-Isotropic,98177.0,8307.0,8307.0,12042.6,7225.56,12042.6,0.2873,0.2873,0.34656,287.801,52.11289,203.921573,86.381368,0.004111,0.00095,0.002837,0.001541,0.61672,1.322,No Fail,150.0,100.0,34.56,0.0,0.0
1024,41.9,0.2,4543,0,45,-45,90,90,-45,Quasi-Isotropic,98403.5,8318.5,8318.5,12068.3,7240.98,12068.3,0.2871499999999999,0.2871499999999999,0.3464799999999999,447.652,81.503424,314.821179,134.555334,0.006395,0.001472,0.004389,0.002392,0.95925,1.779,No Fail,150.0,100.0,45.43,0.0,0.0
1025,42.0,0.2,4850,0,45,-45,90,90,-45,Quasi-Isotropic,98630.0,8330.0,8330.0,12094.0,7256.4,12094.0,0.287,0.287,0.3464,501.993,92.054495,350.469078,151.255518,0.007171,0.001646,0.004894,0.002674,1.0757,1.934,No Fail,150.0,100.0,48.5,0.0,0.0
1026,42.1,0.2,4780,0,45,-45,90,90,-45,Quasi-Isotropic,98856.5,8341.5,8341.5,12119.700000000004,7271.8200000000015,12119.700000000004,0.28685,0.28685,0.3463199999999999,531.767,98.371485,368.630362,160.767935,0.007597,0.001738,0.005157,0.002824,1.1395,2.019,No Fail,150.0,100.0,47.8,0.0,0.0
1027,42.2,0.2,1911,0,45,-45,90,90,-45,Quasi-Isotropic,99083.0,8353.0,8353.0,12145.4,7287.240000000001,12145.4,0.2867,0.2867,0.34624,73.823,13.796836,50.82542,22.414692,0.001055,0.000241,0.000712,0.000391,0.15819,0.711,FAIL,150.0,100.0,19.11,0.0,0.0
1028,42.3,0.2,3176,0,45,-45,90,90,-45,Quasi-Isotropic,99309.5,8364.5,8364.5,12171.1,7302.66,12171.1,0.2865499999999999,0.2865499999999999,0.3461599999999999,221.198,41.820825,151.288043,67.509951,0.00316,0.000718,0.002123,0.001167,0.474,1.132,No Fail,150.0,100.0,31.76,0.0,0.0
1029,42.4,0.2,3615,0,45,-45,90,90,-45,Quasi-Isotropic,99536.0,8376.0,8376.0,12196.8,7318.079999999999,12196.8,0.2864,0.2864,0.34608,364.737,69.845299,247.893049,111.988983,0.005211,0.001181,0.003484,0.001917,0.78158,1.542,No Fail,150.0,100.0,36.15,0.0,0.0
1030,42.5,0.2,4703,0,45,-45,90,90,-45,Quasi-Isotropic,99762.5,8387.5,8387.5,12222.5,7333.5,12222.5,0.28625,0.28625,0.346,499.812,97.043613,337.669168,154.508562,0.00714,0.001614,0.004751,0.002616,1.07102,1.928,No Fail,150.0,100.0,47.03,0.0,0.0
1031,42.6,0.2,4214,0,45,-45,90,90,-45,Quasi-Isotropic,99989.0,8399.0,8399.0,12248.2,7348.92,12248.2,0.2861,0.2861,0.34592,399.466,78.710341,268.358604,124.420894,0.005707,0.001287,0.00378,0.002082,0.856,1.641,No Fail,150.0,100.0,42.14,0.0,0.0
1032,42.7,0.2,3368,0,45,-45,90,90,-45,Quasi-Isotropic,100215.5,8410.5,8410.5,12273.9,7364.340000000001,12273.9,0.28595,0.28595,0.34584,318.454,63.724939,212.811624,100.004306,0.004549,0.001023,0.003,0.001652,0.6824,1.41,No Fail,150.0,100.0,33.68,0.0,0.0
1033,42.8,0.2,2415,0,45,-45,90,90,-45,Quasi-Isotropic,100442.0,8422.0,8422.0,12299.6,7379.76,12299.6,0.2858,0.2858,0.34576,206.745,42.039486,137.489383,65.49804,0.002953,0.000662,0.00194,0.001068,0.44302,1.091,No Fail,150.0,100.0,24.15,0.0,0.0
1034,42.9,0.2,3240,0,45,-45,90,90,-45,Quasi-Isotropic,100668.5,8433.5,8433.5,12325.3,7395.179999999999,12325.3,0.2856499999999999,0.2856499999999999,0.34568,287.318,59.391497,190.223875,91.877844,0.004105,0.000919,0.002686,0.001477,0.61568,1.321,No Fail,150.0,100.0,32.4,0.0,0.0
1035,43.0,0.2,4935,0,45,-45,90,90,-45,Quasi-Isotropic,100895.0,8445.0,8445.0,12351.0,7410.599999999999,12351.0,0.2855,0.2855,0.3456,540.321,113.570028,356.29836,174.48473,0.007719,0.001724,0.005033,0.002764,1.15783,2.044,No Fail,150.0,100.0,49.35,0.0,0.0
1036,43.1,0.2,4439,0,45,-45,90,90,-45,Quasi-Isotropic,101121.5,8456.5,8456.5,12376.7,7426.02,12376.7,0.28535,0.28535,0.34552,436.348,93.26977,286.717959,142.353466,0.006234,0.001389,0.004052,0.002221,0.93503,1.747,No Fail,150.0,100.0,44.39,0.0,0.0
1037,43.2,0.2,2797,0,45,-45,90,90,-45,Quasi-Isotropic,101348.0,8468.0,8468.0,12402.4,7441.44,12402.4,0.2852,0.2852,0.3454399999999999,185.976,40.424386,121.827799,61.314314,0.002657,0.000591,0.001722,0.000942,0.39852,1.031,No Fail,150.0,100.0,27.97,0.0,0.0
1038,43.3,0.2,3469,0,45,-45,90,90,-45,Quasi-Isotropic,101574.5,8479.5,8479.5,12428.1,7456.86,12428.1,0.2850499999999999,0.2850499999999999,0.34536,326.589,72.175452,213.389406,108.839221,0.004666,0.001036,0.003016,0.001645,0.69983,1.433,No Fail,150.0,100.0,34.69,0.0,0.0
1039,43.4,0.2,2011,0,45,-45,90,90,-45,Quasi-Isotropic,101801.0,8491.0,8491.0,12453.8,7472.279999999999,12453.8,0.2849,0.2849,0.34528,174.735,39.249659,113.933852,58.873578,0.002496,0.000553,0.001609,0.000875,0.37443,0.999,FAIL,150.0,100.0,20.11,0.0,0.0
1040,43.5,0.2,4772,0,45,-45,90,90,-45,Quasi-Isotropic,102027.5,8502.5,8502.5,12479.5,7487.7,12479.5,0.28475,0.28475,0.3451999999999999,501.306,114.403959,326.363519,170.783965,0.007162,0.001585,0.004608,0.002496,1.07423,1.932,No Fail,150.0,100.0,47.72,0.0,0.0
1041,43.6,0.2,2962,0,45,-45,90,90,-45,Quasi-Isotropic,102254.0,8514.0,8514.0,12505.2,7503.12,12505.2,0.2846,0.2846,0.34512,245.886,56.979637,159.913811,84.702966,0.003513,0.000777,0.002256,0.001217,0.5269,1.203,No Fail,150.0,100.0,29.62,0.0,0.0
1042,43.7,0.2,2655,0,45,-45,90,90,-45,Quasi-Isotropic,102480.5,8525.5,8525.5,12530.9,7518.540000000001,12530.9,0.28445,0.28445,0.34504,260.254,61.200065,169.173736,90.65059,0.003718,0.000821,0.002385,0.00128,0.55769,1.244,No Fail,150.0,100.0,26.55,0.0,0.0
1043,43.8,0.2,4417,0,45,-45,90,90,-45,Quasi-Isotropic,102707.0,8537.0,8537.0,12556.6,7533.959999999999,12556.6,0.2843,0.2843,0.34496,444.432,105.976224,288.905087,156.511618,0.006349,0.0014,0.004068,0.002173,0.95235,1.77,No Fail,150.0,100.0,44.17,0.0,0.0
1044,43.9,0.2,3791,0,45,-45,90,90,-45,Quasi-Isotropic,102933.5,8548.5,8548.5,12582.3,7549.379999999999,12582.3,0.2841499999999999,0.2841499999999999,0.3448799999999999,355.019,85.772173,230.912111,126.384415,0.005072,0.001118,0.003247,0.001725,0.76076,1.514,No Fail,150.0,100.0,37.91,0.0,0.0
1045,44.0,0.2,2401,0,45,-45,90,90,-45,Quasi-Isotropic,103160.0,8560.0,8560.0,12608.0,7564.799999999999,12608.0,0.284,0.284,0.3448,165.896,40.572536,108.020443,59.687774,0.00237,0.000522,0.001517,0.000801,0.35549,0.974,FAIL,150.0,100.0,24.01,0.0,0.0
1046,44.1,0.2,4883,0,45,-45,90,90,-45,Quasi-Isotropic,103386.5,8571.5,8571.5,12633.7,7580.22,12633.7,0.2838499999999999,0.2838499999999999,0.3447199999999999,447.342,110.641306,291.750705,162.621946,0.006391,0.001407,0.00409,0.002147,0.95859,1.778,No Fail,150.0,100.0,48.83,0.0,0.0
1047,44.2,0.2,3217,0,45,-45,90,90,-45,Quasi-Isotropic,103613.0,8583.0,8583.0,12659.4,7595.639999999999,12659.4,0.2837,0.2837,0.34464,269.047,67.22654,175.843513,98.790928,0.003844,0.000846,0.002461,0.001283,0.57653,1.269,No Fail,150.0,100.0,32.17,0.0,0.0
1048,44.3,0.2,4282,0,45,-45,90,90,-45,Quasi-Isotropic,103839.5,8594.5,8594.5,12685.1,7611.059999999999,12685.1,0.28355,0.28355,0.34456,453.702,114.406001,297.31306,168.208078,0.006481,0.001426,0.004152,0.002149,0.97222,1.796,No Fail,150.0,100.0,42.82,0.0,0.0
1049,44.4,0.2,4021,0,45,-45,90,90,-45,Quasi-Isotropic,104066.0,8606.0,8606.0,12710.8,7626.48,12710.8,0.2834,0.2834,0.34448,422.22,107.323038,277.549626,157.986445,0.006032,0.001327,0.003868,0.001987,0.90476,1.706,No Fail,150.0,100.0,40.21,0.0,0.0
1050,44.5,0.2,4709,0,45,-45,90,90,-45,Quasi-Isotropic,104292.5,8617.5,8617.5,12736.5,7641.9,12736.5,0.28325,0.28325,0.3444,466.5,119.392046,307.764711,176.090711,0.006664,0.001466,0.004279,0.002181,0.99964,1.833,No Fail,150.0,100.0,47.09,0.0,0.0
1051,44.6,0.2,3746,0,45,-45,90,90,-45,Quasi-Isotropic,104519.0,8629.0,8629.0,12762.2,7657.32,12762.2,0.2831,0.2831,0.34432,344.504,88.668018,228.205401,131.118646,0.004921,0.001083,0.003165,0.0016,0.73822,1.484,No Fail,150.0,100.0,37.46,0.0,0.0
1052,44.7,0.2,1618,0,45,-45,90,90,-45,Quasi-Isotropic,104745.5,8640.5,8640.5,12787.9,7672.74,12787.9,0.28295,0.28295,0.34424,147.158,38.042895,97.91983,56.442366,0.002102,0.000463,0.001355,0.000679,0.31534,0.92,FAIL,150.0,100.0,16.18,0.0,0.0
1053,44.8,0.2,4808,0,45,-45,90,90,-45,Quasi-Isotropic,104972.0,8652.0,8652.0,12813.6,7688.159999999999,12813.6,0.2828,0.2828,0.34416,435.375,112.909198,291.129836,168.185016,0.00622,0.00137,0.004018,0.001995,0.93295,1.744,No Fail,150.0,100.0,48.08,0.0,0.0
1054,44.9,0.2,4175,0,45,-45,90,90,-45,Quasi-Isotropic,105198.5,8663.5,8663.5,12839.3,7703.579999999999,12839.3,0.2826499999999999,0.2826499999999999,0.3440799999999999,380.836,98.953909,256.017099,148.082099,0.005441,0.0012,0.003524,0.001734,0.81608,1.588,No Fail,150.0,100.0,41.75,0.0,0.0
1055,45.0,0.2,4449,0,45,-45,90,90,-45,Quasi-Isotropic,105425.0,8675.0,8675.0,12865.0,7719.0,12865.0,0.2825,0.2825,0.344,444.382,115.539319,300.43864,173.815451,0.006348,0.001401,0.004124,0.002009,0.95225,1.77,No Fail,150.0,100.0,44.49,0.0,0.0
1056,45.1,0.2,3975,0,45,-45,90,90,-45,Quasi-Isotropic,105651.5,8686.5,8686.5,12890.7,7734.42,12890.7,0.28235,0.28235,0.34392,409.239,106.335128,278.351805,160.913523,0.005846,0.001292,0.00381,0.001838,0.87694,1.669,No Fail,150.0,100.0,39.75,0.0,0.0
1057,45.2,0.2,3270,0,45,-45,90,90,-45,Quasi-Isotropic,105878.0,8698.0,8698.0,12916.4,7749.839999999999,12916.4,0.2822,0.2822,0.34384,351.311,91.110228,240.471759,138.770807,0.005019,0.00111,0.003283,0.001568,0.75281,1.504,No Fail,150.0,100.0,32.7,0.0,0.0
1058,45.3,0.2,3662,0,45,-45,90,90,-45,Quasi-Isotropic,106104.5,8709.5,8709.5,12942.1,7765.259999999998,12942.1,0.28205,0.28205,0.34376,354.707,91.700924,244.412188,140.658651,0.005067,0.001122,0.003326,0.001573,0.76009,1.513,No Fail,150.0,100.0,36.62,0.0,0.0
1059,45.4,0.2,3658,0,45,-45,90,90,-45,Quasi-Isotropic,106331.0,8721.0,8721.0,12967.799999999996,7780.6799999999985,12967.799999999996,0.2819,0.2819,0.34368,318.928,82.088875,221.278653,126.87401,0.004556,0.001011,0.003003,0.001405,0.68342,1.411,No Fail,150.0,100.0,36.58,0.0,0.0
1060,45.5,0.2,3207,0,45,-45,90,90,-45,Quasi-Isotropic,106557.5,8732.5,8732.5,12993.5,7796.099999999999,12993.5,0.28175,0.28175,0.3436,286.914,73.434303,200.489985,114.420237,0.004099,0.000911,0.002713,0.001256,0.61482,1.32,No Fail,150.0,100.0,32.07,0.0,0.0
1061,45.6,0.2,3431,0,45,-45,90,90,-45,Quasi-Isotropic,106784.0,8744.0,8744.0,13019.2,7811.52,13019.2,0.2816,0.2816,0.34352,370.897,94.283441,261.081306,148.16965,0.005299,0.00118,0.003523,0.001614,0.79478,1.56,No Fail,150.0,100.0,34.31,0.0,0.0
1062,45.7,0.2,3353,0,45,-45,90,90,-45,Quasi-Isotropic,107010.5,8755.5,8755.5,13044.9,7826.94,13044.9,0.28145,0.28145,0.3434399999999999,360.933,91.020029,255.979417,144.33388,0.005156,0.00115,0.003445,0.001561,0.77343,1.531,No Fail,150.0,100.0,33.53,0.0,0.0
1063,45.8,0.2,4921,0,45,-45,90,90,-45,Quasi-Isotropic,107237.0,8767.0,8767.0,13070.6,7842.359999999999,13070.6,0.2813,0.2813,0.34336,517.572,129.336115,369.885019,207.027263,0.007394,0.001653,0.004964,0.002225,1.10908,1.979,No Fail,150.0,100.0,49.21,0.0,0.0
1064,45.9,0.2,4346,0,45,-45,90,90,-45,Quasi-Isotropic,107463.5,8778.5,8778.5,13096.299999999996,7857.779999999998,13096.299999999996,0.28115,0.28115,0.34328,479.469,118.598327,345.320689,191.69521,0.00685,0.001535,0.004622,0.002049,1.02743,1.87,No Fail,150.0,100.0,43.46,0.0,0.0
1065,46.0,0.2,4322,0,45,-45,90,90,-45,Quasi-Isotropic,107690.0,8790.0,8790.0,13122.0,7873.2,13122.0,0.281,0.281,0.3432,397.706,97.275294,288.686229,158.813158,0.005682,0.001276,0.003854,0.00169,0.85223,1.636,No Fail,150.0,100.0,43.22,0.0,0.0
1066,46.1,0.2,1875,0,45,-45,90,90,-45,Quasi-Isotropic,107916.5,8801.5,8801.5,13147.7,7888.62,13147.7,0.2808499999999999,0.2808499999999999,0.34312,75.774,18.30892,55.438196,30.199501,0.001082,0.000244,0.000738,0.00032,0.16237,0.716,FAIL,150.0,100.0,18.75,0.0,0.0
1067,46.2,0.2,2021,0,45,-45,90,90,-45,Quasi-Isotropic,108143.0,8813.0,8813.0,13173.4,7904.039999999999,13173.4,0.2807,0.2807,0.34304,190.979,45.544891,140.834831,75.911075,0.002728,0.000616,0.001871,0.000803,0.40924,1.046,No Fail,150.0,100.0,20.21,0.0,0.0
1068,46.3,0.2,3343,0,45,-45,90,90,-45,Quasi-Isotropic,108369.5,8824.5,8824.5,13199.1,7919.46,13199.1,0.28055,0.28055,0.34296,338.08,79.511111,251.291593,133.926988,0.00483,0.001093,0.00333,0.001414,0.72446,1.466,No Fail,150.0,100.0,33.43,0.0,0.0
1069,46.4,0.2,2436,0,45,-45,90,90,-45,Quasi-Isotropic,108596.0,8836.0,8836.0,13224.8,7934.879999999999,13224.8,0.2804,0.2804,0.34288,154.451,35.795883,115.709692,60.934486,0.002206,0.000501,0.00153,0.000643,0.33097,0.941,FAIL,150.0,100.0,24.36,0.0,0.0
1070,46.5,0.2,2806,0,45,-45,90,90,-45,Quasi-Isotropic,108822.5,8847.5,8847.5,13250.5,7950.299999999999,13250.5,0.28025,0.28025,0.3428,249.054,56.844753,188.047685,97.789294,0.003558,0.00081,0.002482,0.001032,0.53369,1.212,No Fail,150.0,100.0,28.06,0.0,0.0
1071,46.6,0.2,3478,0,45,-45,90,90,-45,Quasi-Isotropic,109049.0,8859.0,8859.0,13276.2,7965.72,13276.2,0.2801,0.2801,0.34272,328.578,73.816765,250.018475,128.313185,0.004694,0.001072,0.003293,0.001356,0.70409,1.439,No Fail,150.0,100.0,34.78,0.0,0.0
1072,46.7,0.2,2291,0,45,-45,90,90,-45,Quasi-Isotropic,109275.5,8870.5,8870.5,13301.9,7981.139999999999,13301.9,0.27995,0.27995,0.3426399999999999,116.032,25.646474,88.965862,45.036502,0.001658,0.00038,0.00117,0.000477,0.24864,0.832,FAIL,150.0,100.0,22.91,0.0,0.0
