Sl.No,Fiber Volume Fraction,Fiber_Thickness,ModelingPly.1.ply_angle, ModelingPly.2.ply_angle, ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle, ModelingPly.6.ply_angle, E1, E2, E3, G12, G23, G31, nu12, nu13,nu23,Inverse Reserve Factor Maximum,Total Deformation Maximum [mm],Equivalent Stress Maximum [MPa],Shear Stress Maximum-XY [MPa],Normal Stress Maximum-X [MPa], Normal Stress  Maximum-Y[MPa],Equivalent Elastic Strain Maximum [mm mm^-1],Shear Elastic Strain Maximum-XY [mm mm^-1],Normal Elastic Strain Maximum-X [mm mm^-1],Normal Elastic Strain Maximum-Y[mm mm^-1]
613,0.5925,0.2137,0,45,-45,-45,45,0,81029.58,5059.68,4806.7,2872.43,2036.95,2036.95,0.2608,0.2508,0.3126,3.0,0.181458,25.782,3.867,18.047,7.735,0.00181458,0.00134634,0.00022272,0.00152866
614,0.6186,0.1902,0,45,-45,-45,45,0,82457.72,5602.76,5322.62,3041.89,2155.52,2155.52,0.3022,0.2922,0.3093,3.0,0.428575,66.488,9.973,46.542,19.946,0.00428575,0.00327862,0.00056443,0.00356011
615,0.6182,0.2435,0,45,-45,-45,45,0,83034.09,5583.28,5304.11,3061.55,2246.14,2246.14,0.3105,0.3005,0.3508,3.0,0.06852,10.626,1.594,7.438,3.188,0.0006852,0.0005206,8.958e-05,0.00057093
616,0.5747,0.2151,90,45,0,0,45,90,78917.75,5553.12,5275.47,2892.57,2017.31,2017.31,0.2611,0.2511,0.3476,3.0,0.097613,14.814,2.222,10.37,4.444,0.00097613,0.00076821,0.0001314,0.00080031
617,0.6096,0.2733,0,45,-45,-45,45,0,81672.86,5477.89,5204.0,3154.08,2160.35,2160.35,0.2849,0.2749,0.3135,3.0,0.390465,60.224,9.034,42.157,18.067,0.00390465,0.00286412,0.00051617,0.00329822
618,0.6139,0.2781,45,-45,45,-45,45,-45,82342.75,5693.66,5408.98,3009.8,2168.18,2168.18,0.2599,0.2499,0.3214,3.0,0.389305,60.871,9.131,42.609,18.261,0.00389305,0.00303362,0.00051746,0.00320728
619,0.5605,0.2088,0,0,90,90,0,0,73998.92,5149.95,4892.45,2869.73,1946.32,1946.32,0.3053,0.2953,0.303,3.0,0.211416,30.361,4.554,21.253,9.108,0.00211416,0.00158695,0.0002872,0.00176861
620,0.5028,0.1868,0,0,90,90,0,0,70153.78,4595.52,4365.74,2548.54,1804.1,1804.1,0.2766,0.2666,0.3036,3.0,0.355984,45.604,6.841,31.923,13.681,0.00355984,0.00268415,0.00045504,0.00297709
621,0.536,0.2569,0,90,90,90,90,0,71906.92,4625.01,4393.76,2689.0,1865.95,1865.95,0.2798,0.2698,0.3248,3.0,0.299138,39.084,5.863,27.359,11.725,0.00299138,0.00218019,0.00038047,0.00253515
622,0.5889,0.2089,0,90,90,90,90,0,78851.89,5133.48,4876.8,2956.9,2071.18,2071.18,0.2437,0.2337,0.3428,3.0,0.372194,53.83,8.074,37.681,16.149,0.00372194,0.00273071,0.00047787,0.0031458
623,0.6491,0.2963,0,0,90,90,0,0,85914.01,5754.38,5466.66,3228.63,2271.22,2271.22,0.2831,0.2731,0.3662,3.0,0.129081,20.767,3.115,14.537,6.23,0.00129081,0.00096481,0.0001692,0.00108265
624,0.5173,0.2601,90,45,0,0,45,90,70520.33,4650.27,4417.76,2647.09,1864.23,1864.23,0.2487,0.2387,0.355,3.0,0.215562,28.145,4.222,19.702,8.444,0.00215562,0.00159488,0.00027938,0.00181572
625,0.6427,0.289,0,90,90,90,90,0,88125.48,5981.37,5682.3,3285.33,2309.64,2309.64,0.2764,0.2664,0.3095,3.0,0.256291,42.591,6.389,29.814,12.777,0.00256291,0.0019446,0.00033831,0.00213619
626,0.5638,0.1988,0,30,-30,-30,30,0,74138.8,5031.39,4779.82,2898.66,1996.46,1996.46,0.3086,0.2986,0.3608,3.0,0.073152,10.363,1.554,7.254,3.109,0.00073152,0.00053625,9.784e-05,0.00061788
627,0.5906,0.1812,0,60,-60,-60,60,0,81070.14,5240.51,4978.49,2914.42,2131.33,2131.33,0.3159,0.3059,0.3783,3.0,0.307252,44.931,6.74,31.452,13.479,0.00307252,0.00231254,0.00038796,0.00257215
628,0.6287,0.196,0,90,90,90,90,0,85807.69,5890.95,5596.4,3165.37,2299.04,2299.04,0.3139,0.3039,0.3139,3.0,0.37716,61.323,9.198,42.926,18.397,0.0037716,0.00290594,0.00050026,0.00312289
629,0.5237,0.2347,45,-45,45,-45,45,-45,72127.06,4717.37,4481.5,2605.62,1861.84,1861.84,0.2576,0.2476,0.3341,3.0,0.106053,13.931,2.09,9.752,4.179,0.00106053,0.00080196,0.0001352,0.00088592
630,0.5407,0.1807,0,90,90,90,90,0,72795.06,4886.29,4641.97,2806.41,1880.34,1880.34,0.2802,0.2702,0.3345,3.0,0.38596,53.064,7.96,37.145,15.919,0.0038596,0.00283622,0.00051026,0.00325792
631,0.559,0.2819,45,-45,45,-45,45,-45,76155.16,5008.03,4757.63,2826.72,1972.22,1972.22,0.3109,0.3009,0.3508,3.0,0.144076,20.213,3.032,14.149,6.064,0.00144076,0.00107258,0.00018579,0.00121081
632,0.5306,0.1985,0,90,90,90,90,0,73683.7,5182.24,4923.13,2580.88,1794.23,1794.23,0.2631,0.2531,0.3109,3.0,0.217796,30.407,4.561,21.285,9.122,0.00217796,0.00176723,0.00028887,0.00176025
633,0.6337,0.186,0,90,90,90,90,0,84721.3,5666.84,5383.49,3167.38,2138.8,2138.8,0.2455,0.2355,0.3685,3.0,0.048646,7.699,1.155,5.389,2.31,0.00048646,0.00036461,6.361e-05,0.00040758
634,0.4884,0.184,0,45,-45,-45,45,0,63723.56,4172.87,3964.23,2481.69,1570.39,1570.39,0.2593,0.2493,0.3279,3.0,0.335641,39.789,5.968,27.852,11.937,0.00335641,0.00240493,0.00043708,0.00286052
635,0.5958,0.188,0,90,90,90,90,0,77711.69,5466.94,5193.59,2870.75,2106.81,2106.81,0.2911,0.2811,0.3112,3.0,0.092824,13.903,2.085,9.732,4.171,0.00092824,0.00072645,0.00012523,0.00076294
636,0.5606,0.2037,0,60,-60,-60,60,0,77167.24,4983.76,4734.58,2718.7,2041.75,2041.75,0.2503,0.2403,0.3294,3.0,0.415602,57.48,8.622,40.236,17.244,0.00415602,0.00317136,0.00052141,0.00346003
637,0.5701,0.1902,0,30,-30,-30,30,0,78790.24,5196.21,4936.4,2860.9,1985.23,1985.23,0.2505,0.2405,0.3691,3.0,0.206309,29.819,4.473,20.874,8.946,0.00206309,0.00156346,0.00026493,0.00172161
638,0.4501,0.1867,45,-45,45,-45,45,-45,60096.74,3840.44,3648.41,2205.39,1650.21,1650.21,0.2596,0.2496,0.3004,3.0,0.251295,27.176,4.076,19.023,8.153,0.00251295,0.00184835,0.00031654,0.00212286
639,0.557,0.194,45,-45,45,-45,45,-45,74611.92,5039.79,4787.8,2755.05,1843.17,1843.17,0.3166,0.3066,0.3152,3.0,0.171133,23.932,3.59,16.752,7.179,0.00171133,0.00130296,0.00022452,0.00142456
640,0.4866,0.2334,0,0,90,90,0,0,65964.55,4621.74,4390.65,2445.37,1634.09,1634.09,0.292,0.282,0.3619,3.0,0.137609,17.466,2.62,12.226,5.24,0.00137609,0.00107137,0.00018535,0.00113373
641,0.5153,0.2902,90,45,0,0,45,90,68357.49,4424.19,4202.98,2565.05,1824.0,1824.0,0.2478,0.2378,0.3361,3.0,0.398323,49.741,7.461,34.818,14.922,0.00398323,0.00290875,0.00050936,0.00337287
642,0.4586,0.1805,90,45,0,0,45,90,60739.55,4281.54,4067.47,2202.47,1658.42,1658.42,0.3113,0.3013,0.3522,3.0,0.513321,59.828,8.974,41.88,17.948,0.00513321,0.00407462,0.0006895,0.00419204
643,0.5705,0.2352,0,90,90,90,90,0,75413.32,5209.26,4948.8,2857.82,1964.55,1964.55,0.274,0.264,0.3792,3.0,0.190774,27.593,4.139,19.315,8.278,0.00190774,0.00144828,0.00025612,0.00158906
644,0.5914,0.2231,0,0,90,90,0,0,80300.78,5276.95,5013.1,2918.63,2054.6,2054.6,0.2928,0.2828,0.3159,3.0,0.20018,29.423,4.413,20.596,8.827,0.0020018,0.00151218,0.00025649,0.00167275
645,0.5956,0.2663,0,0,90,90,0,0,78793.23,5476.95,5203.1,2974.45,2128.47,2128.47,0.2789,0.2689,0.3035,3.0,0.150542,22.823,3.423,15.976,6.847,0.00150542,0.00115096,0.00020276,0.00125014
646,0.5331,0.2746,0,60,-60,-60,60,0,70534.58,5096.47,4841.65,2659.81,1898.14,1898.14,0.2518,0.2418,0.3542,3.0,0.110786,15.432,2.315,10.802,4.63,0.00110786,0.00087029,0.00015315,0.0009084
647,0.5292,0.2148,0,45,-45,-45,45,0,71622.26,4837.23,4595.37,2744.34,1869.72,1869.72,0.2827,0.2727,0.3556,3.0,0.062289,8.449,1.267,5.914,2.535,0.00062289,0.00046178,8.257e-05,0.00052397
648,0.4891,0.2324,90,45,0,0,45,90,64429.74,4521.21,4295.15,2462.9,1715.82,1715.82,0.2491,0.2391,0.3388,3.0,0.258295,32.349,4.852,22.644,9.705,0.00258295,0.00197016,0.00035145,0.00214647
649,0.5123,0.2343,0,30,-30,-30,30,0,66519.76,4665.2,4431.94,2495.52,1739.47,1739.47,0.246,0.236,0.3337,3.0,0.249385,32.056,4.808,22.439,9.617,0.00249385,0.00192678,0.00033733,0.00206136
650,0.5837,0.2806,45,45,-45,-45,45,45,79067.48,5060.26,4807.25,2898.6,2017.15,2017.15,0.2534,0.2434,0.3073,3.0,0.2889,41.137,6.171,28.796,12.341,0.002889,0.00212879,0.00036419,0.00243881
651,0.6375,0.2956,0,45,-45,-45,45,0,85674.67,5631.34,5349.77,3153.97,2318.41,2318.41,0.313,0.303,0.3736,3.0,0.287472,45.252,6.788,31.676,13.575,0.00287472,0.00215213,0.00036973,0.00241071
652,0.5802,0.1933,0,30,-30,-30,30,0,77458.65,5180.55,4921.52,2888.03,2037.91,2037.91,0.2964,0.2864,0.3363,3.0,0.248946,35.993,5.399,25.195,10.798,0.00248946,0.0018694,0.00032527,0.00208429
653,0.6177,0.189,0,30,-30,-30,30,0,82861.7,5858.83,5565.89,3148.47,2209.07,2209.07,0.2421,0.2321,0.3028,3.0,0.348101,56.261,8.439,39.383,16.878,0.00348101,0.00268041,0.00047528,0.00288084
654,0.5954,0.2052,0,90,90,90,90,0,81926.21,5327.24,5060.88,2968.64,2092.51,2092.51,0.2469,0.2369,0.3671,3.0,0.315195,46.878,7.032,32.815,14.063,0.00315195,0.00236866,0.00040054,0.0026399
655,0.5621,0.2406,45,-45,45,-45,45,-45,75725.91,5276.47,5012.65,2911.21,1985.28,1985.28,0.3193,0.3093,0.3105,3.0,0.442835,64.972,9.746,45.48,19.492,0.00442835,0.00334768,0.00060059,0.00369407
656,0.6092,0.2765,45,-45,45,-45,45,-45,81429.43,5173.75,4915.06,3123.24,2100.13,2100.13,0.2978,0.2878,0.3071,3.0,0.314498,46.423,6.964,32.496,13.927,0.00314498,0.00222958,0.00039907,0.00269186
657,0.5886,0.2818,0,90,90,90,90,0,79038.3,5142.42,4885.3,3002.4,2074.5,2074.5,0.2953,0.2853,0.3405,3.0,0.192852,28.042,4.206,19.629,8.412,0.00192852,0.00140096,0.00024835,0.0016359
658,0.5563,0.2648,0,0,90,90,0,0,75904.27,4606.66,4376.33,2777.49,2051.21,2051.21,0.2488,0.2388,0.3478,3.0,0.273822,36.003,5.4,25.202,10.801,0.00273822,0.00194437,0.00033203,0.00234464
659,0.4869,0.2816,45,-45,45,-45,45,-45,64804.4,4386.84,4167.5,2277.85,1649.75,1649.75,0.2703,0.2603,0.3342,3.0,0.334822,40.129,6.019,28.09,12.039,0.00334822,0.00264257,0.00043346,0.00274429
660,0.5174,0.1981,0,30,-30,-30,30,0,68105.84,4690.88,4456.34,2590.91,1896.58,1896.58,0.2627,0.2527,0.351,3.0,0.372751,48.645,7.297,34.052,14.594,0.00372751,0.0028163,0.00049998,0.00311104
661,0.6409,0.2672,0,0,90,90,0,0,86261.97,5700.11,5415.1,3196.37,2285.71,2285.71,0.2619,0.2519,0.34,3.0,0.236892,37.755,5.663,26.428,11.326,0.00236892,0.00177175,0.00030637,0.00198704
662,0.5156,0.2931,0,0,90,90,0,0,71399.33,4516.02,4290.21,2586.89,1795.07,1795.07,0.2503,0.2403,0.3695,3.0,0.286996,36.477,5.472,25.534,10.943,0.00286996,0.00211513,0.00035762,0.0024232
663,0.5218,0.2319,0,30,-30,-30,30,0,69692.74,4878.19,4634.28,2668.65,1836.74,1836.74,0.2564,0.2464,0.3237,3.0,0.138344,18.718,2.808,13.103,5.615,0.00138344,0.00105211,0.00018801,0.00115112
664,0.6251,0.215,0,60,-60,-60,60,0,83562.5,5849.08,5556.63,3106.78,2189.03,2189.03,0.2539,0.2439,0.3702,3.0,0.220829,35.514,5.327,24.86,10.654,0.00220829,0.00171469,0.0002975,0.00182153
665,0.5051,0.1954,0,30,-30,-30,30,0,68042.93,4547.84,4320.45,2577.59,1763.01,1763.01,0.2881,0.2781,0.3607,3.0,0.50005,63.761,9.564,44.633,19.128,0.0050005,0.00371051,0.00065595,0.00420604
666,0.6086,0.1987,0,45,-45,-45,45,0,80922.28,5398.16,5128.25,3111.35,2128.58,2128.58,0.282,0.272,0.3156,3.0,0.269888,41.036,6.155,28.725,12.311,0.00269888,0.00197837,0.00035497,0.00228056
667,0.5948,0.2955,0,30,-30,-30,30,0,82481.03,5389.81,5120.32,2958.18,2117.89,2117.89,0.3157,0.3057,0.3427,3.0,0.130374,19.531,2.93,13.672,5.859,0.00130374,0.00099037,0.00016576,0.00108713
668,0.4815,0.234,0,0,90,90,0,0,65016.85,4166.31,3958.0,2348.47,1657.08,1657.08,0.2936,0.2836,0.3626,3.0,0.156038,18.212,2.732,12.749,5.464,0.00156038,0.00116325,0.00019608,0.0013114
669,0.466,0.1827,0,45,-45,-45,45,0,64271.64,4182.38,3973.27,2317.99,1649.78,1649.78,0.2487,0.2387,0.3733,3.0,0.111411,12.989,1.948,9.092,3.897,0.00111411,0.00084051,0.00014146,0.00093166
670,0.5698,0.2266,0,30,-30,-30,30,0,77819.27,5375.26,5106.5,2907.64,1886.62,1886.62,0.3129,0.3029,0.367,3.0,0.251081,37.319,5.598,26.123,11.196,0.00251081,0.00192523,0.00033569,0.00208283
671,0.6126,0.2071,0,45,-45,-45,45,0,84175.02,5369.66,5101.18,3067.26,2101.07,2101.07,0.2628,0.2528,0.3393,3.0,0.107694,16.261,2.439,11.383,4.878,0.00107694,0.00079521,0.00013522,0.00090848
672,0.5047,0.2601,0,0,90,90,0,0,65889.79,4354.7,4136.96,2530.27,1815.5,1815.5,0.258,0.248,0.3591,3.0,0.409077,50.293,7.544,35.205,15.088,0.00409077,0.00298147,0.0005343,0.00346473
673,0.593,0.212,0,30,-30,-30,30,0,82575.36,5072.95,4819.3,2944.35,2138.83,2138.83,0.3193,0.3093,0.3455,3.0,0.283931,40.7,6.105,28.49,12.21,0.00283931,0.00207345,0.00034502,0.00240687
674,0.473,0.1855,90,45,0,0,45,90,64516.06,4521.19,4295.13,2481.93,1652.42,1652.42,0.2772,0.2672,0.3695,3.0,0.41488,52.076,7.811,36.453,15.623,0.0041488,0.00314733,0.00056503,0.00345549
675,0.597,0.2969,45,45,-45,-45,45,45,79989.39,5414.84,5144.1,3138.8,2083.37,2083.37,0.2932,0.2832,0.3679,3.0,0.400068,61.095,9.164,42.767,18.329,0.00400068,0.00291967,0.00053465,0.00338487
676,0.4821,0.2817,45,-45,45,-45,45,-45,64784.44,4071.28,3867.71,2313.28,1595.54,1595.54,0.3132,0.3032,0.3262,3.0,0.062591,7.157,1.074,5.01,2.147,0.00062591,0.00046406,7.733e-05,0.00052736
677,0.5659,0.2853,0,45,-45,-45,45,0,77136.73,4971.99,4723.39,2770.14,2039.9,2039.9,0.3029,0.2929,0.3119,3.0,0.383892,53.292,7.994,37.305,15.988,0.00383892,0.00288571,0.00048362,0.00321554
678,0.4859,0.2703,0,90,90,90,90,0,64612.78,4683.43,4449.26,2394.59,1778.36,1778.36,0.2643,0.2543,0.3775,3.0,0.119096,15.147,2.272,10.603,4.544,0.00119096,0.0009488,0.0001641,0.00097023
679,0.5397,0.1853,0,90,90,90,90,0,75079.83,4818.8,4577.86,2700.75,1862.9,1862.9,0.2619,0.2519,0.3794,3.0,0.146171,19.7,2.955,13.79,5.91,0.00146171,0.00109417,0.00018368,0.00122648
680,0.5909,0.1861,45,-45,45,-45,45,-45,80524.7,5636.4,5354.58,2927.61,2074.56,2074.56,0.2994,0.2894,0.3714,3.0,0.221694,34.123,5.118,23.886,10.237,0.00221694,0.00174831,0.00029663,0.00181618
681,0.4993,0.2908,0,0,90,90,0,0,66941.97,4359.81,4141.82,2540.34,1689.12,1689.12,0.2624,0.2524,0.3691,3.0,0.29861,36.791,5.519,25.754,11.037,0.0029861,0.00217242,0.00038472,0.00253162
682,0.4981,0.2808,45,-45,45,-45,45,-45,67743.42,4471.97,4248.37,2406.32,1762.46,1762.46,0.31,0.3,0.3184,3.0,0.089713,11.085,1.663,7.759,3.325,0.00089713,0.00069099,0.00011454,0.00074363
683,0.5405,0.2223,0,60,-60,-60,60,0,73833.72,5027.07,4775.72,2645.06,1892.96,1892.96,0.2893,0.2793,0.3719,3.0,0.09907,13.661,2.049,9.563,4.098,0.0009907,0.00077471,0.00012952,0.00081525
684,0.5899,0.2439,45,45,-45,-45,45,45,78275.68,5211.51,4950.93,3054.8,2068.16,2068.16,0.3175,0.3075,0.3768,3.0,0.312493,46.078,6.912,32.255,13.824,0.00312493,0.00226259,0.00041207,0.0026525
685,0.6141,0.2522,0,45,-45,-45,45,0,85178.74,5513.02,5237.37,3068.58,2181.56,2181.56,0.3091,0.2991,0.3411,3.0,0.344358,52.988,7.948,37.091,15.896,0.00344358,0.00259018,0.00043545,0.00288342
686,0.5008,0.2632,0,45,-45,-45,45,0,66251.68,4693.79,4459.11,2488.41,1707.68,1707.68,0.2715,0.2615,0.3014,3.0,0.247746,31.948,4.792,22.364,9.584,0.00247746,0.00192581,0.00033756,0.00204194
687,0.4729,0.2126,90,45,0,0,45,90,65150.13,4373.45,4154.78,2449.56,1685.51,1685.51,0.2408,0.2308,0.3572,3.0,0.128089,15.654,2.348,10.957,4.696,0.00128089,0.00095855,0.00016819,0.00107377
688,0.5013,0.2411,0,0,90,90,0,0,69624.96,4510.68,4285.15,2479.4,1827.79,1827.79,0.2596,0.2496,0.3214,3.0,0.103929,13.037,1.956,9.126,3.911,0.00103929,0.00078875,0.00013108,0.00086711
689,0.6117,0.2128,0,90,90,90,90,0,82734.34,5545.11,5267.86,3035.98,2186.14,2186.14,0.2561,0.2461,0.356,3.0,0.045545,7.012,1.052,4.908,2.104,0.00045545,0.00034643,5.932e-05,0.00037935
690,0.5855,0.1873,0,30,-30,-30,30,0,77552.98,5369.97,5101.47,2936.02,2178.76,2178.76,0.2962,0.2862,0.3635,3.0,0.404967,60.318,9.048,42.223,18.095,0.00404967,0.00308163,0.00054444,0.00336975
691,0.5272,0.1828,0,60,-60,-60,60,0,70125.83,4737.7,4500.82,2509.7,1818.01,1818.01,0.2421,0.2321,0.3733,3.0,0.422687,55.051,8.258,38.535,16.515,0.00422687,0.00329027,0.00054952,0.0034859
692,0.5123,0.2593,0,45,-45,-45,45,0,69951.91,4526.44,4300.12,2557.28,1791.55,1791.55,0.288,0.278,0.3767,3.0,0.510261,64.735,9.71,45.314,19.42,0.00510261,0.0037971,0.00064779,0.00429045
693,0.6076,0.2309,0,0,90,90,0,0,82168.8,5172.57,4913.94,3035.6,2170.03,2170.03,0.3045,0.2945,0.3382,3.0,0.185874,27.237,4.086,19.066,8.171,0.00185874,0.00134587,0.00023203,0.00157968
694,0.4885,0.2814,45,45,-45,-45,45,45,66851.45,4420.57,4199.54,2500.71,1681.64,1681.64,0.251,0.241,0.3349,3.0,0.22478,27.85,4.178,19.495,8.355,0.0022478,0.00167053,0.00029162,0.00189003
695,0.6283,0.1843,0,60,-60,-60,60,0,84660.7,5365.94,5097.64,3054.37,2141.83,2141.83,0.2682,0.2582,0.3754,3.0,0.23365,35.224,5.284,24.657,10.567,0.0023365,0.00172985,0.00029124,0.00196932
696,0.6272,0.247,0,0,90,90,0,0,85957.61,5736.01,5449.21,3148.56,2250.15,2250.15,0.2765,0.2665,0.3224,3.0,0.227945,36.331,5.45,25.431,10.899,0.00227945,0.00173082,0.00029586,0.00190013
697,0.5186,0.1948,0,60,-60,-60,60,0,71392.08,4902.97,4657.82,2505.91,1885.6,1885.6,0.2767,0.2667,0.3395,3.0,0.368785,49.143,7.371,34.4,14.743,0.00368785,0.0029416,0.00048184,0.00300691
698,0.4834,0.2438,0,60,-60,-60,60,0,66033.38,4452.15,4229.54,2480.04,1670.09,1670.09,0.2904,0.2804,0.3501,3.0,0.335146,41.627,6.244,29.139,12.488,0.00335146,0.00251775,0.00044128,0.002805
699,0.6178,0.2688,0,60,-60,-60,60,0,82104.93,5521.76,5245.67,3081.61,2129.54,2129.54,0.2503,0.2403,0.3339,3.0,0.380844,58.702,8.805,41.091,17.61,0.00380844,0.00285735,0.00050047,0.00318928
700,0.5279,0.1841,0,0,90,90,0,0,71256.09,4489.95,4265.46,2667.14,1825.06,1825.06,0.3083,0.2983,0.3637,3.0,0.179364,22.886,3.433,16.02,6.866,0.00179364,0.00128711,0.00022483,0.00152915
701,0.4697,0.2972,45,45,-45,-45,45,45,62557.45,4414.73,4193.99,2437.53,1586.39,1586.39,0.2448,0.2348,0.3007,3.0,0.05914,7.26,1.089,5.082,2.178,0.0005914,0.00044674,8.123e-05,0.00049332
702,0.469,0.1918,0,60,-60,-60,60,0,63898.83,3928.4,3731.98,2318.05,1649.51,1649.51,0.2617,0.2517,0.3622,3.0,0.373429,41.632,6.245,29.143,12.49,0.00373429,0.002694,0.00045607,0.00317933
703,0.632,0.2326,45,-45,45,-45,45,-45,85364.65,5745.43,5458.16,3263.07,2251.3,2251.3,0.2873,0.2773,0.3728,3.0,0.07417,11.953,1.793,8.367,3.586,0.0007417,0.00054948,9.802e-05,0.00062414
704,0.5856,0.2181,90,45,0,0,45,90,77843.35,5460.09,5187.08,2980.89,2034.24,2034.24,0.2679,0.2579,0.3466,3.0,0.302958,45.851,6.878,32.096,13.755,0.00302958,0.00230726,0.00041231,0.00251925
705,0.5429,0.2973,0,60,-60,-60,60,0,74044.9,4792.17,4552.56,2564.69,1846.2,1846.2,0.2705,0.2605,0.3307,3.0,0.283102,37.436,5.615,26.205,11.231,0.00283102,0.00218952,0.00035391,0.00234359
706,0.5734,0.1873,0,30,-30,-30,30,0,77369.41,5326.18,5059.87,2831.57,1999.87,1999.87,0.3077,0.2977,0.33,3.0,0.31637,46.357,6.954,32.45,13.907,0.0031637,0.00245573,0.00041942,0.00261109
707,0.5154,0.2657,0,45,-45,-45,45,0,70191.6,4601.06,4371.01,2544.97,1771.21,1771.21,0.2526,0.2426,0.3326,3.0,0.318524,40.824,6.124,28.577,12.247,0.00318524,0.00240615,0.00040712,0.00266181
708,0.5828,0.2392,0,0,90,90,0,0,78460.37,5196.94,4937.09,2925.92,2077.2,2077.2,0.2739,0.2639,0.363,3.0,0.204884,29.803,4.47,20.862,8.941,0.00204884,0.00152788,0.00026589,0.00172042
709,0.4836,0.2143,0,90,90,90,90,0,65307.86,4234.34,4022.63,2423.7,1644.28,1644.28,0.2499,0.2399,0.3775,3.0,0.218964,26.079,3.912,18.255,7.824,0.00218964,0.001614,0.00027953,0.00184767
710,0.5816,0.2924,0,90,90,90,90,0,79030.13,5441.07,5169.02,2884.06,2024.99,2024.99,0.3089,0.2989,0.3496,3.0,0.243947,36.483,5.473,25.538,10.945,0.00243947,0.0018975,0.00032315,0.00201155
711,0.5989,0.2393,0,90,90,90,90,0,79993.93,5350.73,5083.19,2969.59,2136.87,2136.87,0.2909,0.2809,0.3787,3.0,0.299217,44.625,6.694,31.238,13.388,0.00299217,0.00225412,0.0003905,0.00250201
712,0.6292,0.2643,45,-45,45,-45,45,-45,82960.97,5961.34,5663.27,3107.25,2195.19,2195.19,0.2734,0.2634,0.3161,3.0,0.419255,68.292,10.244,47.804,20.488,0.00419255,0.00329674,0.00057623,0.00343674
713,0.6407,0.2995,0,60,-60,-60,60,0,86015.77,5726.07,5439.76,3100.18,2283.42,2283.42,0.2662,0.2562,0.3172,3.0,0.189497,30.031,4.505,21.022,9.009,0.00189497,0.00145303,0.00024439,0.00157338
714,0.4725,0.2061,0,0,90,90,0,0,62304.98,4345.77,4128.48,2332.45,1599.28,1599.28,0.2814,0.2714,0.3035,3.0,0.489958,58.731,8.81,41.112,17.619,0.00489958,0.00377698,0.00065985,0.00405435
715,0.5797,0.2476,0,30,-30,-30,30,0,76671.31,5459.74,5186.75,2837.58,2028.95,2028.95,0.2421,0.2321,0.3263,3.0,0.322263,48.041,7.206,33.629,14.412,0.00322263,0.00253956,0.00043861,0.00263976
716,0.5856,0.193,0,60,-60,-60,60,0,78566.72,5297.81,5032.92,2880.95,1999.93,1999.93,0.3166,0.3066,0.334,3.0,0.072088,10.581,1.587,7.407,3.174,0.00072088,0.00055092,9.427e-05,0.00059918
717,0.5029,0.253,45,-45,45,-45,45,-45,69233.13,4438.01,4216.11,2430.51,1783.02,1783.02,0.2499,0.2399,0.3741,3.0,0.351186,43.306,6.496,30.315,12.992,0.00351186,0.00267267,0.00043786,0.00292742
718,0.4528,0.2522,0,60,-60,-60,60,0,62225.66,4059.85,3856.86,2243.98,1516.2,1516.2,0.2782,0.2682,0.3654,3.0,0.535726,60.577,9.087,42.404,18.173,0.00535726,0.00404931,0.00068146,0.00447632
719,0.5991,0.277,0,0,90,90,0,0,79232.41,5612.62,5331.99,2948.67,2170.76,2170.76,0.3,0.29,0.3709,3.0,0.436989,67.198,10.08,47.038,20.159,0.00436989,0.00341838,0.00059368,0.00359178
720,0.5199,0.2584,45,-45,45,-45,45,-45,70974.49,4676.46,4442.64,2577.17,1854.33,1854.33,0.2807,0.2707,0.3267,3.0,0.177585,23.107,3.466,16.175,6.932,0.00177585,0.0013449,0.0002279,0.00148233
721,0.4838,0.2113,0,90,90,90,90,0,63863.04,4614.53,4383.8,2511.83,1737.51,1737.51,0.2957,0.2857,0.3515,3.0,0.465159,59.413,8.912,41.589,17.824,0.00465159,0.00354797,0.00065122,0.00386254
722,0.5913,0.2887,45,-45,45,-45,45,-45,82078.89,5315.0,5049.25,3062.85,1999.8,1999.8,0.2839,0.2739,0.3477,3.0,0.274593,41.127,6.169,28.789,12.338,0.00274593,0.00201414,0.00035074,0.00232136
723,0.5265,0.2729,45,45,-45,-45,45,45,70156.84,4724.51,4488.29,2558.56,1920.69,1920.69,0.2495,0.2395,0.3506,3.0,0.378031,49.425,7.414,34.597,14.827,0.00378031,0.0028976,0.00049314,0.00313839
724,0.5934,0.2373,0,0,90,90,0,0,78780.77,5076.15,4822.34,2928.17,2004.12,2004.12,0.2541,0.2441,0.3461,3.0,0.170288,24.367,3.655,17.057,7.31,0.00170288,0.00124824,0.00021651,0.00144009
725,0.5292,0.1915,0,45,-45,-45,45,0,70840.13,5050.92,4798.38,2625.08,1871.42,1871.42,0.2689,0.2589,0.3199,3.0,0.2906,40.076,6.011,28.053,12.023,0.002906,0.00228999,0.00039601,0.00238033
726,0.6402,0.2473,0,60,-60,-60,60,0,87166.83,5862.85,5569.71,3174.07,2295.45,2295.45,0.3175,0.3075,0.3772,3.0,0.053079,8.611,1.292,6.028,2.583,0.00053079,0.00040695,6.915e-05,0.00044063
