Sl.No,Fiber Volume Fraction (%),Ply Thickness (mm),Load (N),ModelingPly.1.ply_angle,ModelingPly.2.ply_angle,ModelingPly.3.ply_angle,ModelingPly.4.ply_angle,ModelingPly.5.ply_angle,ModelingPly.6.ply_angle,Laminate Family,Equivalent Stress Maximum (MPa),Equivalent Elastic Strain Maximum (mm/mm),Total Deformation Maximum (mm),Inverse Reserve Factor Maximum,Fail Status
1402,54.6,0.2,2052,0,45,-45,90,90,-45,Quasi-Isotropic,191.809,0.00274,0.41102,1.048,No Fail
1403,54.7,0.2,4392,0,45,-45,90,90,-45,Quasi-Isotropic,404.756,0.005782,0.86733,1.656,No Fail
1404,54.8,0.2,1641,0,45,-45,90,90,-45,Quasi-Isotropic,73.313,0.001047,0.1571,0.709,FAIL
1405,54.9,0.2,2647,0,45,-45,90,90,-45,Quasi-Isotropic,177.362,0.002534,0.38006,1.007,No Fail
1406,55.0,0.2,2369,0,45,-45,90,90,-45,Quasi-Isotropic,233.306,0.003333,0.49994,1.167,No Fail
1407,55.1,0.2,3297,0,45,-45,90,90,-45,Quasi-Isotropic,312.964,0.004471,0.67064,1.394,No Fail
1408,55.2,0.2,2411,0,45,-45,90,90,-45,Quasi-Isotropic,168.008,0.0024,0.36002,0.98,FAIL
1409,55.3,0.2,1609,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1410,55.4,0.2,3083,0,45,-45,90,90,-45,Quasi-Isotropic,281.397,0.00402,0.60299,1.304,No Fail
1411,55.5,0.2,2374,0,45,-45,90,90,-45,Quasi-Isotropic,155.169,0.002217,0.3325,0.943,FAIL
1412,55.6,0.2,4314,0,45,-45,90,90,-45,Quasi-Isotropic,422.191,0.006031,0.9047,1.706,No Fail
1413,55.7,0.2,1542,0,45,-45,90,90,-45,Quasi-Isotropic,128.247,0.001832,0.27481,0.866,FAIL
1414,55.8,0.2,4939,0,45,-45,90,90,-45,Quasi-Isotropic,453.034,0.006472,0.97079,1.794,No Fail
1415,55.9,0.2,4383,0,45,-45,90,90,-45,Quasi-Isotropic,470.257,0.006718,1.00769,1.844,No Fail
1416,56.0,0.2,3706,0,45,-45,90,90,-45,Quasi-Isotropic,360.056,0.005144,0.77155,1.529,No Fail
1417,56.1,0.2,3538,0,45,-45,90,90,-45,Quasi-Isotropic,307.214,0.004389,0.65832,1.378,No Fail
1418,56.2,0.2,4345,0,45,-45,90,90,-45,Quasi-Isotropic,450.295,0.006433,0.96492,1.787,No Fail
1419,56.3,0.2,1726,0,45,-45,90,90,-45,Quasi-Isotropic,164.462,0.002349,0.35242,0.97,FAIL
1420,56.4,0.2,3052,0,45,-45,90,90,-45,Quasi-Isotropic,217.942,0.003113,0.46702,1.123,No Fail
1421,56.5,0.2,4668,0,45,-45,90,90,-45,Quasi-Isotropic,504.678,0.00721,1.08145,1.942,No Fail
1422,56.6,0.2,2660,0,45,-45,90,90,-45,Quasi-Isotropic,179.728,0.002568,0.38513,1.014,No Fail
1423,56.7,0.2,3113,0,45,-45,90,90,-45,Quasi-Isotropic,328.494,0.004693,0.70392,1.439,No Fail
1424,56.8,0.2,3509,0,45,-45,90,90,-45,Quasi-Isotropic,360.873,0.005155,0.7733,1.531,No Fail
1425,56.9,0.2,2882,0,45,-45,90,90,-45,Quasi-Isotropic,207.297,0.002961,0.44421,1.092,No Fail
1426,57.0,0.2,3891,0,45,-45,90,90,-45,Quasi-Isotropic,423.412,0.006049,0.90731,1.71,No Fail
1427,57.1,0.2,2252,0,45,-45,90,90,-45,Quasi-Isotropic,209.444,0.002992,0.44881,1.098,No Fail
1428,57.2,0.2,2479,0,45,-45,90,90,-45,Quasi-Isotropic,235.081,0.003358,0.50374,1.172,No Fail
1429,57.3,0.2,1621,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1430,57.4,0.2,2360,0,45,-45,90,90,-45,Quasi-Isotropic,168.928,0.002413,0.36199,0.983,FAIL
1431,57.5,0.2,2942,0,45,-45,90,90,-45,Quasi-Isotropic,277.624,0.003966,0.59491,1.293,No Fail
1432,57.6,0.2,1713,0,45,-45,90,90,-45,Quasi-Isotropic,99.529,0.001422,0.21328,0.784,FAIL
1433,57.7,0.2,1980,0,45,-45,90,90,-45,Quasi-Isotropic,164.066,0.002344,0.35157,0.969,FAIL
1434,57.8,0.2,4596,0,45,-45,90,90,-45,Quasi-Isotropic,487.619,0.006966,1.0449,1.893,No Fail
1435,57.9,0.2,3708,0,45,-45,90,90,-45,Quasi-Isotropic,341.819,0.004883,0.73247,1.477,No Fail
1436,58.0,0.2,4282,0,45,-45,90,90,-45,Quasi-Isotropic,377.575,0.005394,0.80909,1.579,No Fail
1437,58.1,0.2,4237,0,45,-45,90,90,-45,Quasi-Isotropic,349.676,0.004995,0.74931,1.499,No Fail
1438,58.2,0.2,3406,0,45,-45,90,90,-45,Quasi-Isotropic,325.604,0.004651,0.69772,1.43,No Fail
1439,58.3,0.2,4694,0,45,-45,90,90,-45,Quasi-Isotropic,465.163,0.006645,0.99678,1.829,No Fail
1440,58.4,0.2,2859,0,45,-45,90,90,-45,Quasi-Isotropic,242.833,0.003469,0.52036,1.194,No Fail
1441,58.5,0.2,2616,0,45,-45,90,90,-45,Quasi-Isotropic,252.351,0.003605,0.54075,1.221,No Fail
1442,58.6,0.2,4635,0,45,-45,90,90,-45,Quasi-Isotropic,489.939,0.006999,1.04987,1.9,No Fail
1443,58.7,0.2,1705,0,45,-45,90,90,-45,Quasi-Isotropic,71.184,0.001017,0.15254,0.703,FAIL
1444,58.8,0.2,3353,0,45,-45,90,90,-45,Quasi-Isotropic,243.378,0.003477,0.52152,1.195,No Fail
1445,58.9,0.2,4999,0,45,-45,90,90,-45,Quasi-Isotropic,467.813,0.006683,1.00246,1.837,No Fail
1446,59.0,0.2,1850,0,45,-45,90,90,-45,Quasi-Isotropic,65.179,0.000931,0.13967,0.686,FAIL
1447,59.1,0.2,2433,0,45,-45,90,90,-45,Quasi-Isotropic,173.118,0.002473,0.37097,0.995,FAIL
1448,59.2,0.2,4710,0,45,-45,90,90,-45,Quasi-Isotropic,427.295,0.006104,0.91563,1.721,No Fail
1449,59.3,0.2,4987,0,45,-45,90,90,-45,Quasi-Isotropic,551.776,0.007883,1.18238,2.077,No Fail
1450,59.4,0.2,4463,0,45,-45,90,90,-45,Quasi-Isotropic,469.203,0.006703,1.00543,1.841,No Fail
1451,59.5,0.2,2742,0,45,-45,90,90,-45,Quasi-Isotropic,193.331,0.002762,0.41428,1.052,No Fail
1452,59.6,0.2,4458,0,45,-45,90,90,-45,Quasi-Isotropic,394.286,0.005633,0.8449,1.627,No Fail
1453,59.7,0.2,3574,0,45,-45,90,90,-45,Quasi-Isotropic,367.726,0.005253,0.78798,1.551,No Fail
1454,59.8,0.2,3942,0,45,-45,90,90,-45,Quasi-Isotropic,336.258,0.004804,0.72055,1.461,No Fail
1455,59.9,0.2,1599,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1456,60.0,0.2,4816,0,45,-45,90,90,-45,Quasi-Isotropic,453.907,0.006484,0.97266,1.797,No Fail
1457,60.1,0.2,3471,0,45,-45,90,90,-45,Quasi-Isotropic,308.873,0.004412,0.66187,1.382,No Fail
1458,60.2,0.2,4958,0,45,-45,90,90,-45,Quasi-Isotropic,532.375,0.007605,1.1408,2.021,No Fail
1459,60.3,0.2,3223,0,45,-45,90,90,-45,Quasi-Isotropic,240.94,0.003442,0.5163,1.188,No Fail
1460,60.4,0.2,3217,0,45,-45,90,90,-45,Quasi-Isotropic,308.897,0.004413,0.66192,1.383,No Fail
1461,60.5,0.2,2314,0,45,-45,90,90,-45,Quasi-Isotropic,226.871,0.003241,0.48615,1.148,No Fail
1462,60.6,0.2,3343,0,45,-45,90,90,-45,Quasi-Isotropic,334.851,0.004784,0.71754,1.457,No Fail
1463,60.7,0.2,4713,0,45,-45,90,90,-45,Quasi-Isotropic,525.434,0.007506,1.12593,2.001,No Fail
1464,60.8,0.2,1957,0,45,-45,90,90,-45,Quasi-Isotropic,170.63,0.002438,0.36564,0.988,FAIL
1465,60.9,0.2,4716,0,45,-45,90,90,-45,Quasi-Isotropic,439.855,0.006284,0.94255,1.757,No Fail
1466,61.0,0.2,2633,0,45,-45,90,90,-45,Quasi-Isotropic,174.593,0.002494,0.37413,0.999,FAIL
1467,61.1,0.2,3553,0,45,-45,90,90,-45,Quasi-Isotropic,383.746,0.005482,0.82231,1.596,No Fail
1468,61.2,0.2,4210,0,45,-45,90,90,-45,Quasi-Isotropic,355.167,0.005074,0.76107,1.515,No Fail
1469,61.3,0.2,4512,0,45,-45,90,90,-45,Quasi-Isotropic,399.903,0.005713,0.85694,1.643,No Fail
1470,61.4,0.2,2808,0,45,-45,90,90,-45,Quasi-Isotropic,181.641,0.002595,0.38923,1.019,No Fail
1471,61.5,0.2,2885,0,45,-45,90,90,-45,Quasi-Isotropic,193.119,0.002759,0.41383,1.052,No Fail
1472,61.6,0.2,2556,0,45,-45,90,90,-45,Quasi-Isotropic,254.618,0.003637,0.54561,1.227,No Fail
1473,61.7,0.2,2051,0,45,-45,90,90,-45,Quasi-Isotropic,189.777,0.002711,0.40667,1.042,No Fail
1474,61.8,0.2,4271,0,45,-45,90,90,-45,Quasi-Isotropic,358.731,0.005125,0.76871,1.525,No Fail
1475,61.9,0.2,3772,0,45,-45,90,90,-45,Quasi-Isotropic,297.376,0.004248,0.63723,1.35,No Fail
1476,62.0,0.2,4891,0,45,-45,90,90,-45,Quasi-Isotropic,525.968,0.007514,1.12707,2.003,No Fail
1477,62.1,0.2,4751,0,45,-45,90,90,-45,Quasi-Isotropic,446.888,0.006384,0.95762,1.777,No Fail
1478,62.2,0.2,2281,0,45,-45,90,90,-45,Quasi-Isotropic,139.321,0.00199,0.29854,0.898,FAIL
1479,62.3,0.2,2114,0,45,-45,90,90,-45,Quasi-Isotropic,142.974,0.002042,0.30637,0.908,FAIL
1480,62.4,0.2,3910,0,45,-45,90,90,-45,Quasi-Isotropic,392.351,0.005605,0.84075,1.621,No Fail
1481,62.5,0.2,4051,0,45,-45,90,90,-45,Quasi-Isotropic,430.827,0.006155,0.9232,1.731,No Fail
1482,62.6,0.2,4820,0,45,-45,90,90,-45,Quasi-Isotropic,424.599,0.006066,0.90985,1.713,No Fail
1483,62.7,0.2,4980,0,45,-45,90,90,-45,Quasi-Isotropic,510.607,0.007294,1.09416,1.959,No Fail
1484,62.8,0.2,1613,0,45,-45,90,90,-45,Quasi-Isotropic,60.0,0.000857,0.12857,0.671,FAIL
1485,62.9,0.2,4724,0,45,-45,90,90,-45,Quasi-Isotropic,454.549,0.006494,0.97403,1.799,No Fail
1486,63.0,0.2,2273,0,45,-45,90,90,-45,Quasi-Isotropic,116.672,0.001667,0.25001,0.833,FAIL
1487,63.1,0.2,4778,0,45,-45,90,90,-45,Quasi-Isotropic,465.543,0.006651,0.99759,1.83,No Fail
1488,63.2,0.2,4109,0,45,-45,90,90,-45,Quasi-Isotropic,436.167,0.006231,0.93464,1.746,No Fail
1489,63.3,0.2,4938,0,45,-45,90,90,-45,Quasi-Isotropic,524.04,0.007486,1.12294,1.997,No Fail
1490,63.4,0.2,4599,0,45,-45,90,90,-45,Quasi-Isotropic,491.688,0.007024,1.05362,1.905,No Fail
1491,63.5,0.2,3981,0,45,-45,90,90,-45,Quasi-Isotropic,427.119,0.006102,0.91525,1.72,No Fail
1492,63.6,0.2,4603,0,45,-45,90,90,-45,Quasi-Isotropic,435.702,0.006224,0.93365,1.745,No Fail
1493,63.7,0.2,2428,0,45,-45,90,90,-45,Quasi-Isotropic,197.794,0.002826,0.42384,1.065,No Fail
1494,63.8,0.2,1737,0,45,-45,90,90,-45,Quasi-Isotropic,138.529,0.001979,0.29685,0.896,FAIL
1495,63.9,0.2,1878,0,45,-45,90,90,-45,Quasi-Isotropic,154.576,0.002208,0.33123,0.942,FAIL
1496,64.0,0.2,2851,0,45,-45,90,90,-45,Quasi-Isotropic,301.94,0.004313,0.64701,1.363,No Fail
1497,64.1,0.2,4892,0,45,-45,90,90,-45,Quasi-Isotropic,459.113,0.006559,0.98381,1.812,No Fail
1498,64.2,0.2,3226,0,45,-45,90,90,-45,Quasi-Isotropic,240.948,0.003442,0.51632,1.188,No Fail
1499,64.3,0.2,3411,0,45,-45,90,90,-45,Quasi-Isotropic,323.885,0.004627,0.69404,1.425,No Fail
1500,64.4,0.2,3178,0,45,-45,90,90,-45,Quasi-Isotropic,329.214,0.004703,0.70546,1.441,No Fail
1501,64.5,0.2,3778,0,30,-30,-30,30,0,Balanced,325.207,0.004646,0.69687,1.429,No Fail
1502,64.6,0.2,2069,0,30,-30,-30,30,0,Balanced,132.149,0.001888,0.28318,0.878,FAIL
1503,64.7,0.2,4460,0,30,-30,-30,30,0,Balanced,510.694,0.007296,1.09434,1.959,No Fail
1504,64.8,0.2,2616,0,30,-30,-30,30,0,Balanced,250.396,0.003577,0.53656,1.215,No Fail
1505,64.9,0.2,1760,0,30,-30,-30,30,0,Balanced,60.0,0.000857,0.12857,0.671,FAIL
1506,65.0,0.2,2814,0,30,-30,-30,30,0,Balanced,291.144,0.004159,0.62388,1.332,No Fail
1507,40.0,0.2,3415,0,30,-30,-30,30,0,Balanced,296.017,0.004229,0.63432,1.346,No Fail
1508,40.1,0.2,1826,0,30,-30,-30,30,0,Balanced,74.896,0.00107,0.16049,0.714,FAIL
1509,40.2,0.2,3648,0,30,-30,-30,30,0,Balanced,342.769,0.004897,0.73451,1.479,No Fail
1510,40.3,0.2,1608,0,30,-30,-30,30,0,Balanced,99.843,0.001426,0.21395,0.785,FAIL
1511,40.4,0.2,2077,0,30,-30,-30,30,0,Balanced,101.016,0.001443,0.21646,0.789,FAIL
1512,40.5,0.2,2050,0,30,-30,-30,30,0,Balanced,104.174,0.001488,0.22323,0.798,FAIL
1513,40.6,0.2,2219,0,30,-30,-30,30,0,Balanced,224.889,0.003213,0.48191,1.143,No Fail
1514,40.7,0.2,3940,0,30,-30,-30,30,0,Balanced,430.526,0.00615,0.92256,1.73,No Fail
1515,40.8,0.2,4055,0,30,-30,-30,30,0,Balanced,377.942,0.005399,0.80988,1.58,No Fail
1516,40.9,0.2,2485,0,30,-30,-30,30,0,Balanced,237.728,0.003396,0.50942,1.179,No Fail
1517,41.0,0.2,1674,0,30,-30,-30,30,0,Balanced,138.958,0.001985,0.29777,0.897,FAIL
1518,41.1,0.2,4439,0,30,-30,-30,30,0,Balanced,445.333,0.006362,0.95428,1.772,No Fail
1519,41.2,0.2,2763,0,30,-30,-30,30,0,Balanced,286.773,0.004097,0.61451,1.319,No Fail
1520,41.3,0.2,2531,0,30,-30,-30,30,0,Balanced,223.018,0.003186,0.4779,1.137,No Fail
1521,41.4,0.2,3601,0,30,-30,-30,30,0,Balanced,328.28,0.00469,0.70346,1.438,No Fail
1522,41.5,0.2,1590,0,30,-30,-30,30,0,Balanced,133.19,0.001903,0.28541,0.881,FAIL
1523,41.6,0.2,2521,0,30,-30,-30,30,0,Balanced,254.164,0.003631,0.54464,1.226,No Fail
1524,41.7,0.2,4453,0,30,-30,-30,30,0,Balanced,508.778,0.007268,1.09024,1.954,No Fail
1525,41.8,0.2,2891,0,30,-30,-30,30,0,Balanced,283.431,0.004049,0.60735,1.31,No Fail
1526,41.9,0.2,3814,0,30,-30,-30,30,0,Balanced,376.892,0.005384,0.80763,1.577,No Fail
1527,42.0,0.2,3404,0,30,-30,-30,30,0,Balanced,375.476,0.005364,0.80459,1.573,No Fail
1528,42.1,0.2,4599,0,30,-30,-30,30,0,Balanced,514.207,0.007346,1.10187,1.969,No Fail
1529,42.2,0.2,3060,0,30,-30,-30,30,0,Balanced,297.042,0.004243,0.63652,1.349,No Fail
1530,42.3,0.2,3128,0,30,-30,-30,30,0,Balanced,318.915,0.004556,0.68339,1.411,No Fail
1531,42.4,0.2,2440,0,30,-30,-30,30,0,Balanced,236.929,0.003385,0.50771,1.177,No Fail
1532,42.5,0.2,4133,0,30,-30,-30,30,0,Balanced,470.969,0.006728,1.00922,1.846,No Fail
1533,42.6,0.2,1800,0,30,-30,-30,30,0,Balanced,100.696,0.001439,0.21578,0.788,FAIL
1534,42.7,0.2,3395,0,30,-30,-30,30,0,Balanced,342.461,0.004892,0.73385,1.478,No Fail
1535,42.8,0.2,3564,0,30,-30,-30,30,0,Balanced,284.76,0.004068,0.6102,1.314,No Fail
1536,42.9,0.2,4443,0,30,-30,-30,30,0,Balanced,448.038,0.006401,0.96008,1.78,No Fail
1537,43.0,0.2,2965,0,30,-30,-30,30,0,Balanced,228.498,0.003264,0.48964,1.153,No Fail
1538,43.1,0.2,4534,0,30,-30,-30,30,0,Balanced,461.825,0.006598,0.98963,1.82,No Fail
1539,43.2,0.2,4586,0,30,-30,-30,30,0,Balanced,475.981,0.0068,1.01996,1.86,No Fail
1540,43.3,0.2,1776,0,30,-30,-30,30,0,Balanced,121.81,0.00174,0.26102,0.848,FAIL
1541,43.4,0.2,4000,0,30,-30,-30,30,0,Balanced,348.259,0.004975,0.74627,1.495,No Fail
1542,43.5,0.2,4652,0,30,-30,-30,30,0,Balanced,480.836,0.006869,1.03036,1.874,No Fail
1543,43.6,0.2,3871,0,30,-30,-30,30,0,Balanced,344.936,0.004928,0.73915,1.486,No Fail
1544,43.7,0.2,1921,0,30,-30,-30,30,0,Balanced,121.89,0.001741,0.26119,0.848,FAIL
1545,43.8,0.2,2105,0,30,-30,-30,30,0,Balanced,127.834,0.001826,0.27393,0.865,FAIL
1546,43.9,0.2,4903,0,30,-30,-30,30,0,Balanced,451.694,0.006453,0.96792,1.791,No Fail
1547,44.0,0.2,1942,0,30,-30,-30,30,0,Balanced,100.782,0.00144,0.21596,0.788,FAIL
1548,44.1,0.2,4959,0,30,-30,-30,30,0,Balanced,529.486,0.007564,1.13461,2.013,No Fail
1549,44.2,0.2,4990,0,30,-30,-30,30,0,Balanced,531.936,0.007599,1.13986,2.02,No Fail
1550,44.3,0.2,4419,0,30,-30,-30,30,0,Balanced,435.811,0.006226,0.93388,1.745,No Fail
1551,44.4,0.2,4688,0,30,-30,-30,30,0,Balanced,516.171,0.007374,1.10608,1.975,No Fail
1552,44.5,0.2,1735,0,30,-30,-30,30,0,Balanced,61.366,0.000877,0.1315,0.675,FAIL
1553,44.6,0.2,2891,0,30,-30,-30,30,0,Balanced,273.333,0.003905,0.58571,1.281,No Fail
1554,44.7,0.2,2467,0,30,-30,-30,30,0,Balanced,227.713,0.003253,0.48796,1.151,No Fail
1555,44.8,0.2,4557,0,30,-30,-30,30,0,Balanced,474.471,0.006778,1.01672,1.856,No Fail
1556,44.9,0.2,3681,0,30,-30,-30,30,0,Balanced,322.663,0.004609,0.69142,1.422,No Fail
1557,45.0,0.2,2969,0,30,-30,-30,30,0,Balanced,266.198,0.003803,0.57042,1.261,No Fail
1558,45.1,0.2,2019,0,30,-30,-30,30,0,Balanced,160.136,0.002288,0.34315,0.958,FAIL
1559,45.2,0.2,4154,0,30,-30,-30,30,0,Balanced,407.365,0.005819,0.87292,1.664,No Fail
1560,45.3,0.2,4737,0,30,-30,-30,30,0,Balanced,436.497,0.006236,0.93535,1.747,No Fail
1561,45.4,0.2,1853,0,30,-30,-30,30,0,Balanced,120.639,0.001723,0.25851,0.845,FAIL
1562,45.5,0.2,3375,0,30,-30,-30,30,0,Balanced,347.167,0.00496,0.74393,1.492,No Fail
1563,45.6,0.2,2938,0,30,-30,-30,30,0,Balanced,284.875,0.00407,0.61045,1.314,No Fail
1564,45.7,0.2,3200,0,30,-30,-30,30,0,Balanced,312.879,0.00447,0.67046,1.394,No Fail
1565,45.8,0.2,1631,0,30,-30,-30,30,0,Balanced,86.793,0.00124,0.18599,0.748,FAIL
1566,45.9,0.2,2003,0,30,-30,-30,30,0,Balanced,175.737,0.002511,0.37658,1.002,No Fail
1567,46.0,0.2,3928,0,30,-30,-30,30,0,Balanced,376.214,0.005374,0.80617,1.575,No Fail
1568,46.1,0.2,4614,0,30,-30,-30,30,0,Balanced,534.416,0.007635,1.14518,2.027,No Fail
1569,46.2,0.2,2332,0,30,-30,-30,30,0,Balanced,210.004,0.003,0.45001,1.1,No Fail
1570,46.3,0.2,4723,0,30,-30,-30,30,0,Balanced,459.124,0.006559,0.98384,1.812,No Fail
1571,46.4,0.2,1571,0,30,-30,-30,30,0,Balanced,60.0,0.000857,0.12857,0.671,FAIL
1572,46.5,0.2,2561,0,30,-30,-30,30,0,Balanced,177.657,0.002538,0.38069,1.008,No Fail
1573,46.6,0.2,3221,0,30,-30,-30,30,0,Balanced,328.48,0.004693,0.70389,1.439,No Fail
1574,46.7,0.2,1844,0,30,-30,-30,30,0,Balanced,102.595,0.001466,0.21985,0.793,FAIL
1575,46.8,0.2,1970,0,30,-30,-30,30,0,Balanced,96.783,0.001383,0.20739,0.777,FAIL
1576,46.9,0.2,3051,0,30,-30,-30,30,0,Balanced,219.66,0.003138,0.4707,1.128,No Fail
1577,47.0,0.2,2443,0,30,-30,-30,30,0,Balanced,161.76,0.002311,0.34663,0.962,FAIL
1578,47.1,0.2,3759,0,30,-30,-30,30,0,Balanced,379.176,0.005417,0.81252,1.583,No Fail
1579,47.2,0.2,2240,0,30,-30,-30,30,0,Balanced,216.543,0.003093,0.46402,1.119,No Fail
1580,47.3,0.2,4093,0,30,-30,-30,30,0,Balanced,369.937,0.005285,0.79272,1.557,No Fail
1581,47.4,0.2,4535,0,30,-30,-30,30,0,Balanced,433.734,0.006196,0.92943,1.739,No Fail
1582,47.5,0.2,3303,0,30,-30,-30,30,0,Balanced,270.786,0.003868,0.58026,1.274,No Fail
1583,47.6,0.2,2589,0,30,-30,-30,30,0,Balanced,264.175,0.003774,0.56609,1.255,No Fail
1584,47.7,0.2,1975,0,30,-30,-30,30,0,Balanced,142.965,0.002042,0.30635,0.908,FAIL
1585,47.8,0.2,4578,0,30,-30,-30,30,0,Balanced,427.522,0.006107,0.91612,1.721,No Fail
1586,47.9,0.2,2175,0,30,-30,-30,30,0,Balanced,228.361,0.003262,0.48935,1.152,No Fail
1587,48.0,0.2,4429,0,30,-30,-30,30,0,Balanced,411.158,0.005874,0.88105,1.675,No Fail
1588,48.1,0.2,3098,0,30,-30,-30,30,0,Balanced,316.858,0.004527,0.67898,1.405,No Fail
1589,48.2,0.2,3966,0,30,-30,-30,30,0,Balanced,342.072,0.004887,0.73301,1.477,No Fail
1590,48.3,0.2,4382,0,30,-30,-30,30,0,Balanced,475.645,0.006795,1.01924,1.859,No Fail
1591,48.4,0.2,3724,0,30,-30,-30,30,0,Balanced,363.57,0.005194,0.77908,1.539,No Fail
1592,48.5,0.2,1607,0,30,-30,-30,30,0,Balanced,144.87,0.00207,0.31044,0.914,FAIL
1593,48.6,0.2,3579,0,30,-30,-30,30,0,Balanced,362.042,0.005172,0.77581,1.534,No Fail
1594,48.7,0.2,4547,0,30,-30,-30,30,0,Balanced,508.506,0.007264,1.08966,1.953,No Fail
1595,48.8,0.2,2724,0,30,-30,-30,30,0,Balanced,227.297,0.003247,0.48707,1.149,No Fail
1596,48.9,0.2,4631,0,30,-30,-30,30,0,Balanced,520.868,0.007441,1.11615,1.988,No Fail
1597,49.0,0.2,3911,0,30,-30,-30,30,0,Balanced,356.414,0.005092,0.76374,1.518,No Fail
1598,49.1,0.2,2853,0,30,-30,-30,30,0,Balanced,281.557,0.004022,0.60334,1.304,No Fail
1599,49.2,0.2,3503,0,30,-30,-30,30,0,Balanced,378.839,0.005412,0.8118,1.582,No Fail
1600,49.3,0.2,4500,0,30,-30,-30,30,0,Balanced,403.406,0.005763,0.86444,1.653,No Fail
1601,49.4,0.2,3872,0,30,-30,-30,30,0,Balanced,364.294,0.005204,0.78063,1.541,No Fail
1602,49.5,0.2,2933,0,30,-30,-30,30,0,Balanced,293.688,0.004196,0.62933,1.339,No Fail
1603,49.6,0.2,4231,0,30,-30,-30,30,0,Balanced,488.587,0.00698,1.04697,1.896,No Fail
1604,49.7,0.2,1531,0,30,-30,-30,30,0,Balanced,60.0,0.000857,0.12857,0.671,FAIL
1605,49.8,0.2,3766,0,30,-30,-30,30,0,Balanced,317.64,0.004538,0.68066,1.408,No Fail
1606,49.9,0.2,1530,0,30,-30,-30,30,0,Balanced,74.989,0.001071,0.16069,0.714,FAIL
1607,50.0,0.2,4318,0,30,-30,-30,30,0,Balanced,470.242,0.006718,1.00766,1.844,No Fail
1608,50.1,0.2,4885,0,30,-30,-30,30,0,Balanced,534.97,0.007642,1.14636,2.028,No Fail
1609,50.2,0.2,2983,0,30,-30,-30,30,0,Balanced,252.914,0.003613,0.54196,1.223,No Fail
1610,50.3,0.2,2720,0,30,-30,-30,30,0,Balanced,253.345,0.003619,0.54288,1.224,No Fail
1611,50.4,0.2,3133,0,30,-30,-30,30,0,Balanced,321.062,0.004587,0.68799,1.417,No Fail
1612,50.5,0.2,4385,0,30,-30,-30,30,0,Balanced,425.194,0.006074,0.91113,1.715,No Fail
1613,50.6,0.2,1858,0,30,-30,-30,30,0,Balanced,142.078,0.00203,0.30445,0.906,FAIL
1614,50.7,0.2,3818,0,30,-30,-30,30,0,Balanced,374.648,0.005352,0.80282,1.57,No Fail
1615,50.8,0.2,2810,0,30,-30,-30,30,0,Balanced,205.782,0.00294,0.44096,1.088,No Fail
1616,50.9,0.2,3632,0,30,-30,-30,30,0,Balanced,334.026,0.004772,0.71577,1.454,No Fail
1617,51.0,0.2,1878,0,30,-30,-30,30,0,Balanced,157.066,0.002244,0.33657,0.949,FAIL
1618,51.1,0.2,4959,0,30,-30,-30,30,0,Balanced,574.824,0.008212,1.23177,2.142,No Fail
1619,51.2,0.2,4515,0,30,-30,-30,30,0,Balanced,446.203,0.006374,0.95615,1.775,No Fail
1620,51.3,0.2,3989,0,30,-30,-30,30,0,Balanced,427.688,0.00611,0.91647,1.722,No Fail
1621,51.4,0.2,2546,0,30,-30,-30,30,0,Balanced,166.328,0.002376,0.35642,0.975,FAIL
1622,51.5,0.2,4179,0,30,-30,-30,30,0,Balanced,465.683,0.006653,0.99789,1.831,No Fail
1623,51.6,0.2,4319,0,30,-30,-30,30,0,Balanced,388.834,0.005555,0.83322,1.611,No Fail
1624,51.7,0.2,3600,0,30,-30,-30,30,0,Balanced,310.517,0.004436,0.66539,1.387,No Fail
1625,51.8,0.2,3883,0,30,-30,-30,30,0,Balanced,363.986,0.0052,0.77997,1.54,No Fail
1626,51.9,0.2,3794,0,30,-30,-30,30,0,Balanced,345.15,0.004931,0.73961,1.486,No Fail
1627,52.0,0.2,2408,0,30,-30,-30,30,0,Balanced,135.726,0.001939,0.29084,0.888,FAIL
1628,52.1,0.2,2859,0,30,-30,-30,30,0,Balanced,265.49,0.003793,0.56891,1.259,No Fail
1629,52.2,0.2,3978,0,30,-30,-30,30,0,Balanced,454.808,0.006497,0.97459,1.799,No Fail
1630,52.3,0.2,2165,0,30,-30,-30,30,0,Balanced,158.675,0.002267,0.34002,0.953,FAIL
1631,52.4,0.2,2278,0,30,-30,-30,30,0,Balanced,153.517,0.002193,0.32896,0.939,FAIL
1632,52.5,0.2,4247,0,30,-30,-30,30,0,Balanced,425.776,0.006083,0.91238,1.717,No Fail
1633,52.6,0.2,3852,0,30,-30,-30,30,0,Balanced,329.072,0.004701,0.70515,1.44,No Fail
1634,52.7,0.2,4459,0,30,-30,-30,30,0,Balanced,455.908,0.006513,0.97695,1.803,No Fail
1635,52.8,0.2,4568,0,30,-30,-30,30,0,Balanced,427.614,0.006109,0.91632,1.722,No Fail
1636,52.9,0.2,1842,0,30,-30,-30,30,0,Balanced,167.22,0.002389,0.35833,0.978,FAIL
